"site","year","dist","rdtype","standsz","n7","n6","n5","n4","n3","n2","n1","n0","s7","s6","s5","s4","s3","s2","s1","s0","e7","e6","e5","e4","e3","e2","e1","e0","w7","w6","w5","w4","w3","w2","w1","w0","canopyhht","treeden","shrubden","highcancov","dechigh","subcancov","decsubc","undercov","decund","grcov","treesp1","treesp2","treesp3","treesp4","treesp5","shrubsp1","shrubsp2","shrubsp3","shrubsp4","shrubsp5","special1","special2","special3","topogr","date","obs"
1924,1997,100.00,4.00,41.00,0.00,0.00,40.00,30.00,30.00,20.00,40.00,50.00,0.00,10.00,30.00,40.00,50.00,30.00,40.00,50.00,0.00,10.00,40.00,50.00,50.00,20.00,40.00,50.00,0.00,10.00,40.00,40.00,30.00,30.00,30.00,50.00,22.00,3.00,2.00,40.00,100.00,50.00,100.00,40.00,100.00,50.00,833.00,701.00,951.00,970.00,,86.00,701.00,318.00,51.00,951.00,,,,,,
1925,1995,150.00,4.00,19.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,0.00,10.00,10.00,,,0.00,10.00,10.00,0.00,10.00,10.00,,,0.00,0.00,10.00,10.00,10.00,10.00,,12.00,2.00,3.00,20.00,100.00,20.00,100.00,50.00,100.00,100.00,920.00,951.00,972.00,,,972.00,920.00,55.00,51.00,,2.00,4.00,,,,
1925,1996,175.00,4.00,19.00,0.00,10.00,20.00,20.00,20.00,60.00,90.00,90.00,0.00,10.00,10.00,10.00,20.00,60.00,90.00,90.00,0.00,10.00,10.00,20.00,20.00,60.00,90.00,90.00,0.00,10.00,10.00,10.00,20.00,50.00,90.00,90.00,20.00,3.00,3.00,20.00,100.00,40.00,100.00,20.00,100.00,90.00,313.00,978.00,920.00,543.00,,55.00,59.00,313.00,,,2.00,4.00,,,,
1925,1997,125.00,4.00,19.00,0.00,0.00,20.00,20.00,20.00,20.00,90.00,80.00,0.00,0.00,20.00,20.00,10.00,10.00,90.00,90.00,0.00,0.00,30.00,20.00,10.00,30.00,90.00,90.00,0.00,0.00,10.00,20.00,10.00,20.00,90.00,90.00,20.00,2.00,2.00,20.00,100.00,20.00,100.00,20.00,100.00,90.00,602.00,970.00,544.00,951.00,,86.00,55.00,51.00,59.00,313.00,,,,,,
1926,1995,100.00,1.00,106.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,20.00,3.00,1.00,40.00,100.00,10.00,100.00,10.00,100.00,100.00,920.00,313.00,,,,313.00,,,,,2.00,4.00,,,,
1926,1996,100.00,1.00,106.00,0.00,10.00,50.00,50.00,40.00,50.00,100.00,100.00,0.00,0.00,30.00,40.00,40.00,60.00,100.00,100.00,0.00,0.00,20.00,40.00,40.00,40.00,100.00,100.00,0.00,0.00,30.00,30.00,20.00,40.00,100.00,100.00,20.00,3.00,3.00,30.00,100.00,20.00,100.00,50.00,100.00,100.00,317.00,313.00,920.00,970.00,,313.00,544.00,,,,2.00,,,,,
1926,1997,125.00,1.00,106.00,0.00,0.00,40.00,40.00,50.00,50.00,90.00,80.00,0.00,10.00,40.00,30.00,40.00,30.00,80.00,90.00,0.00,10.00,30.00,30.00,10.00,20.00,90.00,90.00,0.00,0.00,30.00,40.00,40.00,60.00,90.00,90.00,21.00,3.00,2.00,30.00,100.00,30.00,100.00,40.00,100.00,90.00,920.00,313.00,602.00,544.00,,59.00,313.00,,,,2.00,4.00,,,,
1927,1995,100.00,1.00,31.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,20.00,3.00,3.00,50.00,100.00,30.00,100.00,30.00,100.00,90.00,833.00,972.00,701.00,,,951.00,318.00,495.00,544.00,44.00,2.00,,,,,
1927,1996,100.00,1.00,31.00,0.00,10.00,50.00,70.00,80.00,40.00,80.00,90.00,0.00,10.00,40.00,50.00,40.00,40.00,80.00,90.00,0.00,0.00,20.00,60.00,70.00,30.00,80.00,90.00,0.00,10.00,50.00,50.00,50.00,30.00,80.00,90.00,23.00,3.00,3.00,50.00,100.00,40.00,100.00,50.00,100.00,90.00,833.00,970.00,701.00,,,495.00,318.00,44.00,951.00,,2.00,,,,,
1927,1997,100.00,1.00,31.00,0.00,10.00,50.00,60.00,40.00,20.00,80.00,90.00,0.00,10.00,50.00,40.00,30.00,20.00,80.00,90.00,0.00,10.00,40.00,40.00,40.00,40.00,80.00,90.00,0.00,10.00,60.00,50.00,40.00,30.00,80.00,90.00,24.00,3.00,2.00,60.00,100.00,50.00,100.00,40.00,100.00,90.00,833.00,970.00,951.00,,,495.00,318.00,51.00,44.00,,2.00,4.00,,,,
1928,1995,100.00,1.00,56.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,19.00,3.00,3.00,60.00,100.00,30.00,100.00,40.00,100.00,70.00,833.00,318.00,951.00,,,400.00,951.00,318.00,701.00,51.00,,,,,,
1928,1996,100.00,1.00,56.00,0.00,10.00,40.00,40.00,40.00,40.00,30.00,50.00,0.00,10.00,50.00,50.00,50.00,40.00,30.00,50.00,0.00,10.00,50.00,70.00,30.00,20.00,30.00,50.00,0.00,10.00,50.00,60.00,50.00,30.00,30.00,50.00,21.00,3.00,2.00,50.00,100.00,40.00,100.00,30.00,100.00,50.00,833.00,318.00,802.00,,,51.00,22.00,318.00,951.00,,,,,,,
1928,1997,150.00,1.00,56.00,0.00,10.00,50.00,40.00,30.00,40.00,60.00,70.00,0.00,10.00,50.00,40.00,30.00,40.00,50.00,60.00,0.00,10.00,50.00,40.00,20.00,40.00,40.00,60.00,0.00,10.00,40.00,30.00,30.00,30.00,60.00,70.00,23.00,3.00,2.00,60.00,100.00,40.00,100.00,40.00,100.00,70.00,833.00,318.00,802.00,823.00,,318.00,51.00,701.00,86.00,75.00,,,,,,
1929,1995,100.00,1.00,15.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,16.00,3.00,2.00,60.00,100.00,40.00,100.00,50.00,100.00,100.00,544.00,460.00,,,,544.00,51.00,762.00,86.00,,2.00,,,,,
1929,1996,70.00,1.00,15.00,0.00,0.00,10.00,30.00,40.00,50.00,70.00,100.00,0.00,0.00,0.00,30.00,40.00,50.00,70.00,100.00,0.00,0.00,10.00,30.00,40.00,50.00,70.00,100.00,0.00,0.00,0.00,30.00,40.00,50.00,70.00,100.00,19.00,2.00,3.00,20.00,100.00,20.00,100.00,70.00,100.00,100.00,544.00,317.00,,,,86.00,55.00,460.00,,,3.00,,,,,
1929,1997,100.00,1.00,15.00,0.00,0.00,20.00,40.00,50.00,40.00,90.00,70.00,0.00,0.00,40.00,50.00,40.00,30.00,80.00,70.00,0.00,0.00,20.00,40.00,40.00,30.00,70.00,60.00,0.00,0.00,30.00,60.00,50.00,30.00,80.00,70.00,17.00,3.00,3.00,60.00,100.00,60.00,100.00,60.00,100.00,80.00,970.00,460.00,543.00,,,970.00,543.00,460.00,51.00,55.00,,,,,,
1930,1995,100.00,1.00,30.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,18.00,3.00,2.00,80.00,100.00,10.00,100.00,30.00,100.00,70.00,833.00,972.00,951.00,,,22.00,762.00,951.00,,,2.00,,,,,
1930,1996,100.00,1.00,30.00,0.00,10.00,50.00,40.00,50.00,30.00,20.00,80.00,0.00,10.00,70.00,60.00,30.00,40.00,50.00,80.00,0.00,10.00,70.00,60.00,30.00,40.00,50.00,80.00,0.00,10.00,50.00,60.00,60.00,50.00,50.00,80.00,22.00,3.00,2.00,50.00,100.00,30.00,100.00,40.00,100.00,80.00,833.00,951.00,970.00,,,22.00,763.00,51.00,951.00,,4.00,,,,,
1930,1997,100.00,1.00,30.00,0.00,0.00,30.00,40.00,40.00,30.00,70.00,50.00,0.00,20.00,70.00,40.00,20.00,20.00,70.00,60.00,0.00,20.00,80.00,30.00,40.00,20.00,70.00,60.00,0.00,10.00,70.00,50.00,40.00,20.00,70.00,50.00,20.00,3.00,3.00,90.00,100.00,20.00,100.00,30.00,100.00,70.00,833.00,951.00,802.00,44.00,,44.00,22.00,970.00,951.00,318.00,4.00,,,,,
1931,1995,100.00,1.00,95.00,,0.00,0.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,18.00,3.00,3.00,60.00,100.00,20.00,100.00,40.00,100.00,70.00,833.00,802.00,701.00,746.00,,22.00,762.00,51.00,972.00,,,,,,,
1931,1996,100.00,1.00,95.00,0.00,0.00,10.00,30.00,30.00,70.00,70.00,80.00,0.00,10.00,50.00,50.00,60.00,70.00,30.00,80.00,0.00,0.00,50.00,70.00,70.00,50.00,50.00,80.00,0.00,10.00,20.00,30.00,40.00,60.00,40.00,80.00,21.00,3.00,3.00,40.00,100.00,40.00,100.00,50.00,100.00,80.00,833.00,802.00,375.00,,,22.00,970.00,51.00,,,2.00,,,,,
1931,1997,100.00,1.00,95.00,0.00,0.00,30.00,60.00,80.00,30.00,60.00,50.00,0.00,0.00,50.00,60.00,60.00,40.00,70.00,50.00,0.00,0.00,30.00,30.00,70.00,30.00,90.00,70.00,0.00,10.00,50.00,70.00,60.00,30.00,50.00,40.00,15.00,3.00,4.00,80.00,100.00,40.00,100.00,50.00,100.00,70.00,833.00,802.00,970.00,375.00,,970.00,51.00,86.00,22.00,,,,,,,
1932,1995,100.00,2.00,83.00,,0.00,10.00,0.00,0.00,10.00,10.00,,,0.00,10.00,0.00,0.00,10.00,10.00,,,0.00,10.00,0.00,0.00,10.00,10.00,,,0.00,10.00,0.00,0.00,10.00,10.00,,20.00,2.00,1.00,40.00,100.00,10.00,100.00,0.00,,100.00,317.00,544.00,313.00,972.00,,544.00,,,,,2.00,4.00,,,,
1932,1996,100.00,3.00,83.00,0.00,10.00,20.00,20.00,10.00,50.00,90.00,90.00,0.00,10.00,20.00,20.00,20.00,50.00,90.00,90.00,0.00,10.00,20.00,20.00,30.00,50.00,90.00,90.00,0.00,0.00,10.00,20.00,20.00,50.00,90.00,90.00,21.00,2.00,1.00,30.00,100.00,20.00,100.00,20.00,100.00,90.00,543.00,317.00,978.00,,,59.00,,,,,2.00,4.00,7.00,,,
1932,1997,100.00,3.00,83.00,0.00,10.00,50.00,40.00,30.00,100.00,60.00,40.00,0.00,10.00,30.00,30.00,20.00,100.00,60.00,40.00,0.00,0.00,30.00,30.00,20.00,100.00,60.00,40.00,0.00,20.00,50.00,40.00,20.00,100.00,60.00,40.00,19.00,2.00,2.00,50.00,100.00,20.00,100.00,10.00,100.00,100.00,317.00,920.00,,,,920.00,,,,,2.00,4.00,,,,
1933,1995,100.00,2.00,29.00,,0.00,0.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,0.00,10.00,10.00,10.00,10.00,,17.00,2.00,1.00,10.00,100.00,10.00,100.00,0.00,,100.00,317.00,313.00,,,,313.00,,,,,4.00,,,,,
1933,1996,100.00,3.00,29.00,0.00,10.00,10.00,10.00,10.00,50.00,90.00,90.00,0.00,10.00,10.00,10.00,20.00,50.00,90.00,90.00,0.00,0.00,10.00,10.00,10.00,50.00,90.00,90.00,0.00,0.00,10.00,10.00,10.00,50.00,90.00,90.00,20.00,1.00,1.00,10.00,100.00,0.00,100.00,10.00,100.00,90.00,317.00,972.00,313.00,,,59.00,313.00,,,,2.00,4.00,5.00,,,
1933,1997,100.00,3.00,29.00,0.00,0.00,10.00,20.00,30.00,40.00,100.00,100.00,0.00,0.00,20.00,20.00,20.00,10.00,100.00,100.00,0.00,0.00,30.00,20.00,20.00,10.00,100.00,100.00,0.00,0.00,10.00,10.00,10.00,10.00,100.00,100.00,17.00,2.00,1.00,10.00,100.00,20.00,100.00,20.00,100.00,100.00,317.00,920.00,,,,920.00,,,,,4.00,2.00,,,,
1934,1995,450.00,2.00,89.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,18.00,3.00,3.00,70.00,100.00,20.00,90.00,50.00,100.00,70.00,833.00,544.00,951.00,68.00,,86.00,400.00,,,,2.00,,,,,
1934,1996,450.00,3.00,89.00,0.00,0.00,20.00,50.00,30.00,20.00,30.00,70.00,0.00,10.00,10.00,30.00,20.00,30.00,30.00,70.00,0.00,10.00,10.00,40.00,20.00,30.00,30.00,80.00,0.00,0.00,10.00,50.00,30.00,30.00,30.00,70.00,20.00,3.00,2.00,20.00,100.00,80.00,90.00,50.00,100.00,70.00,837.00,402.00,762.00,951.00,68.00,86.00,400.00,762.00,51.00,313.00,2.00,,,,,
1934,1997,75.00,1.00,89.00,0.00,0.00,50.00,50.00,40.00,40.00,40.00,70.00,0.00,0.00,30.00,50.00,40.00,40.00,40.00,50.00,0.00,0.00,10.00,70.00,50.00,30.00,50.00,50.00,0.00,0.00,10.00,70.00,20.00,40.00,50.00,50.00,15.00,4.00,3.00,80.00,100.00,20.00,90.00,100.00,40.00,60.00,833.00,400.00,970.00,762.00,68.00,86.00,51.00,970.00,44.00,55.00,,,,,,
1935,1995,375.00,2.00,53.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,18.00,3.00,4.00,40.00,100.00,20.00,100.00,70.00,100.00,60.00,833.00,802.00,400.00,,,495.00,86.00,51.00,44.00,,2.00,4.00,,,,
1935,1996,375.00,3.00,53.00,0.00,10.00,10.00,10.00,20.00,70.00,20.00,50.00,0.00,10.00,10.00,10.00,20.00,70.00,20.00,60.00,0.00,10.00,10.00,10.00,30.00,70.00,20.00,60.00,0.00,0.00,10.00,10.00,20.00,60.00,20.00,50.00,22.00,2.00,4.00,10.00,100.00,10.00,100.00,90.00,100.00,60.00,833.00,402.00,762.00,,,495.00,762.00,51.00,86.00,,2.00,4.00,,,,
1935,1997,100.00,1.00,53.00,0.00,0.00,20.00,40.00,30.00,60.00,20.00,20.00,0.00,0.00,20.00,20.00,20.00,70.00,40.00,40.00,0.00,0.00,20.00,20.00,30.00,50.00,20.00,30.00,0.00,0.00,30.00,30.00,50.00,50.00,20.00,20.00,19.00,3.00,3.00,30.00,100.00,20.00,100.00,60.00,100.00,30.00,833.00,762.00,400.00,,,495.00,51.00,,,,2.00,4.00,,,,
1936,1995,100.00,2.00,49.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,20.00,3.00,3.00,50.00,100.00,30.00,100.00,50.00,100.00,60.00,833.00,951.00,802.00,313.00,,972.00,701.00,86.00,,,4.00,,,,,
1936,1996,100.00,3.00,49.00,0.00,10.00,30.00,40.00,30.00,30.00,50.00,80.00,0.00,20.00,30.00,30.00,30.00,40.00,30.00,80.00,0.00,10.00,30.00,30.00,30.00,40.00,40.00,70.00,0.00,10.00,30.00,30.00,40.00,30.00,40.00,70.00,26.00,3.00,2.00,80.00,100.00,20.00,100.00,40.00,100.00,70.00,802.00,951.00,701.00,313.00,762.00,75.00,978.00,701.00,762.00,,2.00,4.00,,,,
1936,1997,100.00,2.00,49.00,0.00,10.00,30.00,30.00,50.00,30.00,50.00,60.00,0.00,10.00,40.00,40.00,50.00,30.00,50.00,50.00,0.00,10.00,50.00,50.00,60.00,20.00,50.00,40.00,0.00,10.00,50.00,40.00,20.00,40.00,70.00,50.00,23.00,3.00,2.00,50.00,100.00,50.00,100.00,50.00,100.00,60.00,802.00,833.00,951.00,,,970.00,762.00,86.00,,,4.00,,,,,
1937,1995,400.00,2.00,45.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,18.00,3.00,3.00,50.00,100.00,40.00,100.00,50.00,100.00,80.00,833.00,972.00,544.00,375.00,,22.00,701.00,762.00,,,3.00,,,,,
1937,1996,400.00,3.00,45.00,0.00,10.00,30.00,30.00,20.00,40.00,50.00,70.00,0.00,10.00,40.00,40.00,30.00,30.00,40.00,80.00,0.00,10.00,30.00,40.00,30.00,30.00,40.00,80.00,0.00,10.00,30.00,30.00,20.00,30.00,40.00,70.00,22.00,3.00,2.00,70.00,100.00,30.00,100.00,30.00,100.00,70.00,833.00,375.00,978.00,701.00,,22.00,762.00,541.00,51.00,77.00,2.00,4.00,,,,
1937,1997,400.00,3.00,45.00,0.00,10.00,60.00,40.00,40.00,40.00,60.00,50.00,0.00,0.00,70.00,40.00,40.00,40.00,70.00,60.00,0.00,10.00,60.00,50.00,50.00,40.00,70.00,50.00,0.00,20.00,60.00,50.00,40.00,30.00,80.00,60.00,26.00,3.00,4.00,60.00,100.00,40.00,100.00,30.00,100.00,70.00,833.00,970.00,802.00,375.00,460.00,86.00,44.00,51.00,970.00,6.00,4.00,,,,,
1938,1995,150.00,2.00,100.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,0.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,20.00,3.00,3.00,70.00,100.00,30.00,100.00,50.00,100.00,70.00,833.00,743.00,972.00,,,86.00,951.00,51.00,762.00,495.00,,,,,,
1938,1996,200.00,3.00,100.00,0.00,10.00,40.00,20.00,20.00,30.00,30.00,60.00,0.00,10.00,30.00,40.00,30.00,40.00,30.00,70.00,0.00,10.00,30.00,40.00,20.00,50.00,40.00,70.00,0.00,10.00,30.00,40.00,20.00,40.00,30.00,80.00,23.00,4.00,2.00,70.00,100.00,30.00,100.00,50.00,100.00,70.00,833.00,970.00,743.00,,,86.00,541.00,51.00,951.00,762.00,2.00,7.00,,,,
1938,1997,200.00,3.00,100.00,0.00,30.00,70.00,40.00,30.00,20.00,70.00,50.00,0.00,0.00,50.00,70.00,40.00,30.00,50.00,40.00,0.00,20.00,60.00,50.00,40.00,30.00,60.00,50.00,0.00,30.00,70.00,40.00,50.00,30.00,50.00,40.00,23.00,3.00,4.00,80.00,100.00,50.00,100.00,40.00,100.00,60.00,833.00,970.00,951.00,743.00,762.00,86.00,51.00,44.00,762.00,47.00,,,,,,
1939,1995,120.00,1.00,20.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,21.00,3.00,2.00,70.00,100.00,20.00,100.00,40.00,100.00,70.00,802.00,833.00,972.00,,,22.00,313.00,762.00,951.00,,,,,,,
1939,1996,120.00,1.00,20.00,0.00,10.00,40.00,60.00,40.00,10.00,20.00,60.00,0.00,10.00,50.00,60.00,60.00,40.00,30.00,60.00,0.00,0.00,20.00,60.00,70.00,30.00,30.00,60.00,0.00,10.00,40.00,80.00,60.00,10.00,30.00,60.00,25.00,3.00,2.00,50.00,100.00,40.00,100.00,40.00,100.00,60.00,833.00,802.00,970.00,,,22.00,51.00,313.00,55.00,,,,,,,
1939,1997,0.00,1.00,20.00,0.00,0.00,10.00,40.00,20.00,20.00,50.00,40.00,0.00,0.00,30.00,20.00,20.00,30.00,70.00,40.00,0.00,10.00,50.00,40.00,30.00,40.00,70.00,40.00,0.00,30.00,40.00,30.00,10.00,10.00,50.00,40.00,27.00,3.00,4.00,40.00,100.00,20.00,100.00,20.00,100.00,80.00,970.00,802.00,44.00,460.00,,55.00,51.00,44.00,313.00,,2.00,,,,,
1940,1995,110.00,1.00,29.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,19.00,3.00,2.00,70.00,100.00,40.00,100.00,40.00,100.00,60.00,833.00,823.00,972.00,375.00,,313.00,318.00,375.00,495.00,,2.00,,,,,
1940,1996,110.00,1.00,29.00,0.00,10.00,50.00,70.00,50.00,30.00,10.00,60.00,0.00,10.00,50.00,60.00,50.00,40.00,10.00,60.00,0.00,10.00,50.00,50.00,60.00,40.00,20.00,60.00,0.00,10.00,60.00,70.00,50.00,20.00,30.00,60.00,23.00,3.00,2.00,50.00,100.00,40.00,100.00,40.00,100.00,60.00,833.00,802.00,823.00,318.00,970.00,495.00,318.00,313.00,,,2.00,,,,,
1940,1997,110.00,2.00,29.00,0.00,10.00,80.00,50.00,10.00,10.00,80.00,60.00,0.00,30.00,80.00,50.00,20.00,10.00,70.00,50.00,0.00,20.00,80.00,50.00,40.00,30.00,70.00,50.00,0.00,20.00,70.00,70.00,40.00,20.00,90.00,50.00,24.00,3.00,3.00,90.00,100.00,70.00,100.00,40.00,100.00,80.00,833.00,802.00,970.00,318.00,762.00,44.00,313.00,51.00,318.00,970.00,2.00,,,,,
1941,1995,90.00,1.00,19.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,19.00,3.00,3.00,60.00,100.00,30.00,100.00,60.00,100.00,60.00,823.00,833.00,375.00,,,495.00,22.00,,,,,,,,,
1941,1996,90.00,1.00,19.00,0.00,10.00,40.00,40.00,40.00,40.00,50.00,40.00,0.00,10.00,50.00,50.00,30.00,20.00,40.00,40.00,0.00,10.00,50.00,50.00,20.00,20.00,50.00,40.00,0.00,10.00,50.00,60.00,40.00,40.00,50.00,40.00,23.00,3.00,3.00,60.00,100.00,20.00,100.00,50.00,100.00,40.00,833.00,951.00,375.00,,,22.00,762.00,495.00,951.00,,,,,,,
1941,1997,90.00,2.00,19.00,0.00,20.00,80.00,20.00,10.00,40.00,70.00,50.00,0.00,20.00,80.00,40.00,40.00,40.00,60.00,50.00,0.00,30.00,80.00,20.00,40.00,30.00,60.00,50.00,0.00,30.00,60.00,30.00,40.00,50.00,70.00,40.00,24.00,3.00,4.00,90.00,100.00,50.00,100.00,40.00,100.00,70.00,833.00,951.00,970.00,375.00,762.00,86.00,970.00,51.00,762.00,,,,,,,
1942,1995,100.00,1.00,32.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,19.00,3.00,2.00,70.00,100.00,20.00,100.00,40.00,100.00,80.00,833.00,544.00,375.00,400.00,,22.00,495.00,762.00,,,8.00,,,,,
1942,1996,100.00,1.00,32.00,0.00,0.00,40.00,40.00,40.00,40.00,20.00,60.00,0.00,0.00,20.00,40.00,50.00,40.00,30.00,60.00,0.00,10.00,40.00,70.00,30.00,30.00,20.00,60.00,0.00,10.00,40.00,50.00,20.00,20.00,20.00,60.00,23.00,3.00,2.00,40.00,100.00,20.00,100.00,30.00,100.00,60.00,833.00,802.00,407.00,951.00,,495.00,22.00,970.00,407.00,,2.00,3.00,,,,
1942,1997,100.00,2.00,32.00,0.00,10.00,60.00,30.00,20.00,20.00,90.00,70.00,0.00,10.00,60.00,40.00,20.00,20.00,50.00,80.00,0.00,10.00,60.00,40.00,20.00,30.00,60.00,80.00,0.00,10.00,60.00,40.00,30.00,20.00,90.00,70.00,23.00,3.00,4.00,60.00,100.00,40.00,100.00,40.00,100.00,90.00,833.00,802.00,970.00,400.00,951.00,44.00,51.00,970.00,400.00,316.00,2.00,3.00,,,,
1943,1995,200.00,1.00,47.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,18.00,3.00,2.00,50.00,100.00,30.00,100.00,40.00,100.00,60.00,802.00,833.00,951.00,701.00,,495.00,51.00,313.00,,,2.00,,,,,
1943,1996,200.00,2.00,47.00,0.00,0.00,60.00,60.00,50.00,30.00,40.00,50.00,0.00,10.00,80.00,50.00,30.00,20.00,30.00,50.00,0.00,10.00,50.00,60.00,30.00,30.00,30.00,50.00,0.00,10.00,50.00,70.00,60.00,40.00,40.00,50.00,22.00,3.00,2.00,50.00,100.00,30.00,100.00,30.00,100.00,50.00,833.00,951.00,802.00,,,495.00,51.00,313.00,951.00,,2.00,,,,,
1943,1997,200.00,2.00,47.00,0.00,10.00,70.00,40.00,20.00,20.00,80.00,70.00,0.00,20.00,60.00,30.00,20.00,20.00,70.00,40.00,0.00,20.00,70.00,40.00,20.00,20.00,80.00,50.00,0.00,10.00,70.00,40.00,30.00,30.00,60.00,40.00,22.00,3.00,3.00,80.00,100.00,30.00,100.00,30.00,100.00,70.00,802.00,833.00,970.00,313.00,,495.00,51.00,970.00,44.00,,,,,,,
1944,1995,5.00,1.00,45.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,20.00,3.00,4.00,40.00,100.00,60.00,100.00,70.00,100.00,50.00,833.00,742.00,972.00,,,495.00,802.00,86.00,,,7.00,,,,,
1944,1996,10.00,1.00,45.00,0.00,0.00,50.00,60.00,50.00,60.00,20.00,30.00,0.00,0.00,30.00,40.00,40.00,60.00,20.00,30.00,0.00,0.00,30.00,40.00,40.00,60.00,20.00,30.00,0.00,0.00,50.00,60.00,50.00,60.00,20.00,30.00,20.00,3.00,3.00,40.00,100.00,40.00,100.00,60.00,100.00,30.00,833.00,823.00,970.00,742.00,,495.00,86.00,44.00,,,,,,,,
1944,1997,10.00,1.00,45.00,0.00,10.00,60.00,50.00,20.00,50.00,70.00,50.00,0.00,0.00,40.00,60.00,30.00,50.00,40.00,40.00,0.00,0.00,30.00,90.00,40.00,50.00,50.00,30.00,0.00,0.00,40.00,70.00,40.00,40.00,60.00,40.00,20.00,3.00,4.00,60.00,100.00,50.00,100.00,60.00,100.00,60.00,833.00,970.00,802.00,44.00,,44.00,970.00,86.00,802.00,47.00,,,,,,
1945,1995,10.00,1.00,24.00,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,,0.00,10.00,10.00,10.00,10.00,10.00,,20.00,3.00,3.00,70.00,100.00,10.00,100.00,40.00,100.00,50.00,833.00,746.00,802.00,,,951.00,313.00,59.00,,,2.00,4.00,,,,
1945,1996,5.00,1.00,24.00,0.00,10.00,60.00,20.00,20.00,30.00,20.00,40.00,0.00,10.00,60.00,40.00,40.00,30.00,20.00,40.00,0.00,10.00,60.00,30.00,30.00,30.00,20.00,40.00,0.00,10.00,60.00,20.00,20.00,30.00,20.00,40.00,24.00,3.00,2.00,60.00,100.00,10.00,100.00,30.00,100.00,40.00,833.00,970.00,951.00,,,59.00,400.00,951.00,701.00,313.00,2.00,,,,,
